label,path,prediction
bowed_strings,moisesdb/moisesdb_v0.1/0f5fb60c-51d4-4618-871d-650c9e927b79/bowed_strings/41e1f2d0-5281-488c-91b5-7eb1185cb55c.wav,speech
bowed_strings,moisesdb/moisesdb_v0.1/0f5fb60c-51d4-4618-871d-650c9e927b79/bowed_strings/c8062691-e61c-42e2-b0a1-1fa8eb0e39a8.wav,speech
drums,moisesdb/moisesdb_v0.1/0f5fb60c-51d4-4618-871d-650c9e927b79/drums/c8e2528b-98f0-4588-9eda-0c3464714303.wav,speech
drums,moisesdb/moisesdb_v0.1/0f5fb60c-51d4-4618-871d-650c9e927b79/drums/79cf76fe-0188-411c-87d1-17559937cf2b.wav,speech
drums,moisesdb/moisesdb_v0.1/0f5fb60c-51d4-4618-871d-650c9e927b79/drums/0071abb4-3ffd-45b8-abbe-1a5fed44d23e.wav,speech
drums,moisesdb/moisesdb_v0.1/0f5fb60c-51d4-4618-871d-650c9e927b79/drums/6d1077ea-45c4-46cc-9907-aec4a27817fe.wav,speech
drums,moisesdb/moisesdb_v0.1/0f5fb60c-51d4-4618-871d-650c9e927b79/drums/9fa355f6-1214-4432-bbef-0cdca964555d.wav,speech
vocals,moisesdb/moisesdb_v0.1/0f5fb60c-51d4-4618-871d-650c9e927b79/vocals/77b9e9e5-a4d8-457f-9cea-cf09b0da0b1d.wav,voice
vocals,moisesdb/moisesdb_v0.1/0f5fb60c-51d4-4618-871d-650c9e927b79/vocals/4257903b-9c1e-4166-a9ae-b4f39fc753fc.wav,speech
guitar,moisesdb/moisesdb_v0.1/0f5fb60c-51d4-4618-871d-650c9e927b79/guitar/f1659bda-302e-4403-8385-88b6b9fd696a.wav,speech
guitar,moisesdb/moisesdb_v0.1/0f5fb60c-51d4-4618-871d-650c9e927b79/guitar/b45c1af3-c806-4c39-8eeb-40467073b447.wav,speech
bass,moisesdb/moisesdb_v0.1/0f5fb60c-51d4-4618-871d-650c9e927b79/bass/58279b0c-6cd6-4b70-b1af-d911c5b41c0a.wav,speech
piano,moisesdb/moisesdb_v0.1/fd6e4b4a-f33a-4f3c-aa6e-7c65fd5dc0bc/piano/5af44856-8ff1-4404-aa81-97bd11f4214d.wav,electric piano
piano,moisesdb/moisesdb_v0.1/fd6e4b4a-f33a-4f3c-aa6e-7c65fd5dc0bc/piano/d5bc64c6-cc5d-4ed2-bb67-c31cb89d1e86.wav,electric piano
drums,moisesdb/moisesdb_v0.1/fd6e4b4a-f33a-4f3c-aa6e-7c65fd5dc0bc/drums/76c19075-abb0-4b66-97ff-ff6acf55874d.wav,drum
drums,moisesdb/moisesdb_v0.1/fd6e4b4a-f33a-4f3c-aa6e-7c65fd5dc0bc/drums/f6dc4172-9294-4034-b15c-fbb91ae12bd9.wav,hi-hat
drums,moisesdb/moisesdb_v0.1/fd6e4b4a-f33a-4f3c-aa6e-7c65fd5dc0bc/drums/99ac9598-4f12-4632-b5e9-82c88bc9177e.wav,drum machine
drums,moisesdb/moisesdb_v0.1/fd6e4b4a-f33a-4f3c-aa6e-7c65fd5dc0bc/drums/7c22f1b7-db25-462b-b55b-78f09ab12618.wav,cymbal
drums,moisesdb/moisesdb_v0.1/fd6e4b4a-f33a-4f3c-aa6e-7c65fd5dc0bc/drums/2b911e6e-3404-485f-9901-0aac1171f992.wav,drum machine
vocals,moisesdb/moisesdb_v0.1/fd6e4b4a-f33a-4f3c-aa6e-7c65fd5dc0bc/vocals/35bacd1e-8779-452b-b043-bc394ec43a7f.wav,singing
vocals,moisesdb/moisesdb_v0.1/fd6e4b4a-f33a-4f3c-aa6e-7c65fd5dc0bc/vocals/403f79d2-d867-4268-a2a3-20557bc8bc06.wav,speech
guitar,moisesdb/moisesdb_v0.1/fd6e4b4a-f33a-4f3c-aa6e-7c65fd5dc0bc/guitar/136ce7e7-f1bf-4cf6-908d-f8c3caa7cbc4.wav,guitar
guitar,moisesdb/moisesdb_v0.1/fd6e4b4a-f33a-4f3c-aa6e-7c65fd5dc0bc/guitar/90c9b50b-2b77-4f6c-b1bb-f7adaa725fb8.wav,guitar
bass,moisesdb/moisesdb_v0.1/fd6e4b4a-f33a-4f3c-aa6e-7c65fd5dc0bc/bass/e9fc80f3-2ccc-46e9-82cd-e3c9543cf422.wav,bass guitar
percussion,moisesdb/moisesdb_v0.1/fd6e4b4a-f33a-4f3c-aa6e-7c65fd5dc0bc/percussion/3599cf9c-120e-45d3-b6a2-3e7a141cb29e.wav,maraca
drums,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/drums/b12d3c13-42be-439d-987a-cc8e723df16d.wav,speech
drums,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/drums/8686bc67-30da-46a9-a4ed-f789e13627bc.wav,speech
drums,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/drums/a39a3eb6-180a-4373-814f-32e84a273a3a.wav,speech
drums,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/drums/3e5a09c8-55b8-4bd0-a7b9-bf28e24890f3.wav,speech
drums,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/drums/90012aff-aa73-46cc-a581-b94bd11bf16a.wav,speech
drums,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/drums/2b208408-4572-4eef-9a25-6e6cc159a0ef.wav,speech
vocals,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/vocals/0141ed1f-3b8d-4eba-a743-5968510c728b.wav,speech
vocals,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/vocals/6913beb2-fa82-4480-a10c-5c6c0e561756.wav,speech
other_keys,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/other_keys/b281e764-4bb1-4337-9e24-ee559762487b.wav,speech
other_keys,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/other_keys/c07009e9-49ec-47fe-ae5c-44264510ee83.wav,speech
other_keys,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/other_keys/c8f15201-ff5e-4e4f-8223-e69b487cc15a.wav,speech
other_keys,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/other_keys/1dd11a13-9736-497a-87ba-ee5a542a1e0f.wav,synthesizer
other_keys,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/other_keys/7c0dac47-436c-4e58-9e79-774a16e0515b.wav,synthesizer
guitar,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/guitar/4ea44891-d98d-486c-ad7c-3e371cb70c75.wav,speech
guitar,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/guitar/189e0534-5e05-494d-a74a-3a4f701636ad.wav,speech
bass,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/bass/3e483c1f-846f-4dc1-87d2-e954d1910b5a.wav,speech
bass,moisesdb/moisesdb_v0.1/4999a0bf-a753-4e0e-85b1-690259dabf96/bass/8b5a5c95-6e9e-40a3-9f0b-00d2bedd9b2f.wav,speech
drums,moisesdb/moisesdb_v0.1/046ab651-a333-46e1-9d27-ab14ee036c42/drums/99ac7a8a-7b0d-4052-9eb0-f7b142d86bf8.wav,speech
drums,moisesdb/moisesdb_v0.1/046ab651-a333-46e1-9d27-ab14ee036c42/drums/1493edc3-3ead-464c-9df3-216c3b345f49.wav,speech
drums,moisesdb/moisesdb_v0.1/046ab651-a333-46e1-9d27-ab14ee036c42/drums/fe8ec805-247a-480d-9b46-2b4d186d878e.wav,drum
drums,moisesdb/moisesdb_v0.1/046ab651-a333-46e1-9d27-ab14ee036c42/drums/7f87aa71-1be4-4083-adce-3087f84c758d.wav,speech
drums,moisesdb/moisesdb_v0.1/046ab651-a333-46e1-9d27-ab14ee036c42/drums/9b10bed1-5e34-420b-b8f1-bf7bf8490209.wav,speech
drums,moisesdb/moisesdb_v0.1/046ab651-a333-46e1-9d27-ab14ee036c42/drums/f8dfbaeb-c0ee-4a31-b3a8-4ead0af1b40a.wav,drum
vocals,moisesdb/moisesdb_v0.1/046ab651-a333-46e1-9d27-ab14ee036c42/vocals/87edef7a-32ca-40af-8166-8244f3b5796f.wav,speech
vocals,moisesdb/moisesdb_v0.1/046ab651-a333-46e1-9d27-ab14ee036c42/vocals/7c2c2764-7184-4acd-97a7-253abde39eb8.wav,speech
guitar,moisesdb/moisesdb_v0.1/046ab651-a333-46e1-9d27-ab14ee036c42/guitar/1ce47ce6-1b86-4cca-a2f7-a2986edfe1eb.wav,guitar
guitar,moisesdb/moisesdb_v0.1/046ab651-a333-46e1-9d27-ab14ee036c42/guitar/e323d2cd-6fc4-4e59-8fc8-6c7aac7cea1b.wav,guitar
bass,moisesdb/moisesdb_v0.1/046ab651-a333-46e1-9d27-ab14ee036c42/bass/62cc57dd-5ccc-4d8e-93c4-5243b9b2c878.wav,bass guitar
percussion,moisesdb/moisesdb_v0.1/046ab651-a333-46e1-9d27-ab14ee036c42/percussion/84b6fbd1-a35f-4b59-a473-4f7545b223de.wav,tambourine
piano,moisesdb/moisesdb_v0.1/04f22a24-b328-47aa-8251-ce3ae8a64c07/piano/90542ac7-3091-470f-81ef-1bfed570849e.wav,piano
drums,moisesdb/moisesdb_v0.1/04f22a24-b328-47aa-8251-ce3ae8a64c07/drums/e74743da-b455-4668-af1b-e4148846fca4.wav,speech
vocals,moisesdb/moisesdb_v0.1/04f22a24-b328-47aa-8251-ce3ae8a64c07/vocals/b04a62db-0f00-42f6-84c6-4f4620d1b6d7.wav,speech
other_keys,moisesdb/moisesdb_v0.1/04f22a24-b328-47aa-8251-ce3ae8a64c07/other_keys/6c0d6a34-c81a-4f31-b5db-a6dd5aff0d23.wav,speech
bass,moisesdb/moisesdb_v0.1/04f22a24-b328-47aa-8251-ce3ae8a64c07/bass/f5970e20-6b14-47cb-8107-15af837d9a33.wav,double bass
drums,moisesdb/moisesdb_v0.1/d4df499c-e394-4753-b459-e167e6a58bad/drums/6413fb83-7932-4ae9-8f04-9cde201ee96c.wav,drum kit
vocals,moisesdb/moisesdb_v0.1/d4df499c-e394-4753-b459-e167e6a58bad/vocals/ffe656d6-1460-421d-9704-9f58294f1749.wav,speech
other_keys,moisesdb/moisesdb_v0.1/d4df499c-e394-4753-b459-e167e6a58bad/other_keys/a022ba02-a564-43cf-8ada-ee614f1daecc.wav,brass instrument
other_keys,moisesdb/moisesdb_v0.1/d4df499c-e394-4753-b459-e167e6a58bad/other_keys/5939ef90-ff1c-4e70-ad85-370b16d89b4e.wav,speech
other_keys,moisesdb/moisesdb_v0.1/d4df499c-e394-4753-b459-e167e6a58bad/other_keys/eba76a81-c649-4156-914c-1137b00b5a9c.wav,guitar
guitar,moisesdb/moisesdb_v0.1/d4df499c-e394-4753-b459-e167e6a58bad/guitar/db2cb189-973b-45af-8ca1-59cbf086a5aa.wav,keyboard (musical)
guitar,moisesdb/moisesdb_v0.1/d4df499c-e394-4753-b459-e167e6a58bad/guitar/e9b5da4b-c94b-46c8-8bb9-3bc196b295ed.wav,theremin
guitar,moisesdb/moisesdb_v0.1/d4df499c-e394-4753-b459-e167e6a58bad/guitar/13a8dfe2-8580-4df9-93e8-4112bd81752d.wav,speech
guitar,moisesdb/moisesdb_v0.1/d4df499c-e394-4753-b459-e167e6a58bad/guitar/c4dacf6e-e04c-4706-8623-a4d91a7a83ee.wav,guitar
guitar,moisesdb/moisesdb_v0.1/d4df499c-e394-4753-b459-e167e6a58bad/guitar/c2aae766-8e55-4367-a93a-3fb7c05efcb4.wav,guitar
guitar,moisesdb/moisesdb_v0.1/d4df499c-e394-4753-b459-e167e6a58bad/guitar/046f424b-1abd-416f-b9ae-d5d69cad46dd.wav,speech
bass,moisesdb/moisesdb_v0.1/d4df499c-e394-4753-b459-e167e6a58bad/bass/da82e40e-172a-4f9f-9a06-82c877330552.wav,synthesizer
bass,moisesdb/moisesdb_v0.1/d4df499c-e394-4753-b459-e167e6a58bad/bass/ec6b27ea-e3d5-4c0f-aed6-71b376404995.wav,bass guitar
percussion,moisesdb/moisesdb_v0.1/d4df499c-e394-4753-b459-e167e6a58bad/percussion/37c12b87-bc74-4aa3-ba87-d8ae9cd28025.wav,cymbal
piano,moisesdb/moisesdb_v0.1/87a5da23-f17b-44da-accf-c04832f81a14/piano/c1a99924-885e-4172-aae5-3600078ad897.wav,piano
drums,moisesdb/moisesdb_v0.1/87a5da23-f17b-44da-accf-c04832f81a14/drums/671b3b26-0516-47d1-89e8-38e8b9f20c3f.wav,speech
drums,moisesdb/moisesdb_v0.1/87a5da23-f17b-44da-accf-c04832f81a14/drums/4ef826e7-9dfd-4468-b7fd-4a6223bdaf21.wav,drum
drums,moisesdb/moisesdb_v0.1/87a5da23-f17b-44da-accf-c04832f81a14/drums/626194cc-bcb6-4d37-8fdd-d8913ef00dd4.wav,cymbal
drums,moisesdb/moisesdb_v0.1/87a5da23-f17b-44da-accf-c04832f81a14/drums/40f799ec-3e6f-4c26-bd83-2a738f93a0f0.wav,hi-hat
drums,moisesdb/moisesdb_v0.1/87a5da23-f17b-44da-accf-c04832f81a14/drums/3a1f7562-5856-4876-911c-4551d821db84.wav,drum
vocals,moisesdb/moisesdb_v0.1/87a5da23-f17b-44da-accf-c04832f81a14/vocals/1c1ef902-0896-479e-b1ca-72ee955e2f18.wav,speech
other_keys,moisesdb/moisesdb_v0.1/87a5da23-f17b-44da-accf-c04832f81a14/other_keys/cd4aa495-bbf8-45f7-a154-9de74f6bb8fc.wav,speech
guitar,moisesdb/moisesdb_v0.1/87a5da23-f17b-44da-accf-c04832f81a14/guitar/c4152609-a94b-429f-97ed-bd8d2f10ea32.wav,guitar
guitar,moisesdb/moisesdb_v0.1/87a5da23-f17b-44da-accf-c04832f81a14/guitar/fcacf12c-3968-463f-94bc-7e148629f8e1.wav,acoustic guitar
bass,moisesdb/moisesdb_v0.1/87a5da23-f17b-44da-accf-c04832f81a14/bass/9300c369-21bb-4477-98aa-8fcdee6d78d6.wav,bass guitar
percussion,moisesdb/moisesdb_v0.1/87a5da23-f17b-44da-accf-c04832f81a14/percussion/97100691-bc02-41db-bdad-c8070a27d9ec.wav,speech
percussion,moisesdb/moisesdb_v0.1/87a5da23-f17b-44da-accf-c04832f81a14/percussion/8f11141e-96d8-4860-901b-4ffd23e5981d.wav,tick
drums,moisesdb/moisesdb_v0.1/21ce1331-6066-4ff4-9a54-f6f62bb5fb0d/drums/5d023f86-d6d7-4d22-87c8-5aac9c5975f9.wav,speech
drums,moisesdb/moisesdb_v0.1/21ce1331-6066-4ff4-9a54-f6f62bb5fb0d/drums/30fb5c0b-70b0-4c76-bff7-4a80eb79517c.wav,speech
drums,moisesdb/moisesdb_v0.1/21ce1331-6066-4ff4-9a54-f6f62bb5fb0d/drums/4c305c65-687e-4439-80ed-b313fc23b31d.wav,speech
drums,moisesdb/moisesdb_v0.1/21ce1331-6066-4ff4-9a54-f6f62bb5fb0d/drums/75e0ade9-4a37-4b29-a0d0-532526ba951f.wav,speech
vocals,moisesdb/moisesdb_v0.1/21ce1331-6066-4ff4-9a54-f6f62bb5fb0d/vocals/a1c5892f-476c-47a1-a8bf-62dfc116f292.wav,speech
vocals,moisesdb/moisesdb_v0.1/21ce1331-6066-4ff4-9a54-f6f62bb5fb0d/vocals/71e4853a-711f-47f8-9d1f-38927072bcf5.wav,speech
other_keys,moisesdb/moisesdb_v0.1/21ce1331-6066-4ff4-9a54-f6f62bb5fb0d/other_keys/df02092c-6e25-4b31-8c71-6013db83f6b0.wav,speech
other_keys,moisesdb/moisesdb_v0.1/21ce1331-6066-4ff4-9a54-f6f62bb5fb0d/other_keys/bdbaf863-4ef4-4ff7-afac-6f0ac0425496.wav,synthesizer
other_keys,moisesdb/moisesdb_v0.1/21ce1331-6066-4ff4-9a54-f6f62bb5fb0d/other_keys/41c83711-89d5-42bf-83c6-35af6e3d4858.wav,voice
guitar,moisesdb/moisesdb_v0.1/21ce1331-6066-4ff4-9a54-f6f62bb5fb0d/guitar/0330d840-719a-4378-9ad6-962f61d188a6.wav,speech
guitar,moisesdb/moisesdb_v0.1/21ce1331-6066-4ff4-9a54-f6f62bb5fb0d/guitar/8f60bf80-0533-422e-aaa9-d9f313932f4a.wav,speech
bass,moisesdb/moisesdb_v0.1/21ce1331-6066-4ff4-9a54-f6f62bb5fb0d/bass/69a9ec8a-df29-4bd6-b140-fe6d238e0091.wav,speech
percussion,moisesdb/moisesdb_v0.1/21ce1331-6066-4ff4-9a54-f6f62bb5fb0d/percussion/b25a3076-932b-4ce4-af01-0d27b78718f3.wav,drum
piano,moisesdb/moisesdb_v0.1/d890ff35-300d-49f2-8054-49ab47262987/piano/48e1a33e-787f-416b-94a0-f12114f94564.wav,speech
bowed_strings,moisesdb/moisesdb_v0.1/d890ff35-300d-49f2-8054-49ab47262987/bowed_strings/23e51cbc-4a7b-42ec-a31b-66cbd67097a5.wav,speech
drums,moisesdb/moisesdb_v0.1/d890ff35-300d-49f2-8054-49ab47262987/drums/39f96841-a673-4285-9c92-84d044946280.wav,speech
drums,moisesdb/moisesdb_v0.1/d890ff35-300d-49f2-8054-49ab47262987/drums/59bceba7-c63d-4031-a2f6-c348991464cd.wav,speech
drums,moisesdb/moisesdb_v0.1/d890ff35-300d-49f2-8054-49ab47262987/drums/88d6389f-7442-4976-84e0-4cc149739b14.wav,speech
vocals,moisesdb/moisesdb_v0.1/d890ff35-300d-49f2-8054-49ab47262987/vocals/060a5f1f-973c-4257-b9ed-b845591c96cf.wav,speech
vocals,moisesdb/moisesdb_v0.1/d890ff35-300d-49f2-8054-49ab47262987/vocals/51fd72b1-d953-4e57-9b2d-4792e0f2baee.wav,speech
guitar,moisesdb/moisesdb_v0.1/d890ff35-300d-49f2-8054-49ab47262987/guitar/e87815c7-79a7-4a07-a321-c0fe58f79349.wav,acoustic guitar
bass,moisesdb/moisesdb_v0.1/d890ff35-300d-49f2-8054-49ab47262987/bass/664cf29a-ed20-4b7e-9013-a9d15cc7cb6c.wav,speech
percussion,moisesdb/moisesdb_v0.1/d890ff35-300d-49f2-8054-49ab47262987/percussion/1ef21b19-5754-4da6-bf91-fec5aecf19f2.wav,speech
piano,moisesdb/moisesdb_v0.1/3e656eec-84d4-4a45-b410-d3817d849f92/piano/4ea6a8b3-fd4b-496d-a8a3-f19fb63d8a1c.wav,speech
bowed_strings,moisesdb/moisesdb_v0.1/3e656eec-84d4-4a45-b410-d3817d849f92/bowed_strings/3ac9ba9b-dd52-4856-8465-b54a71af0dca.wav,speech
drums,moisesdb/moisesdb_v0.1/3e656eec-84d4-4a45-b410-d3817d849f92/drums/7ef14902-5223-4374-a0bf-275c9f5d2b55.wav,speech
drums,moisesdb/moisesdb_v0.1/3e656eec-84d4-4a45-b410-d3817d849f92/drums/cc724fae-07b7-4219-9c52-35e4a0059cad.wav,hi-hat
drums,moisesdb/moisesdb_v0.1/3e656eec-84d4-4a45-b410-d3817d849f92/drums/52ef949c-e6d7-46f1-905c-bc8181688673.wav,cymbal
drums,moisesdb/moisesdb_v0.1/3e656eec-84d4-4a45-b410-d3817d849f92/drums/1aacb509-85aa-449d-bb35-d682c4a57d3e.wav,cymbal
drums,moisesdb/moisesdb_v0.1/3e656eec-84d4-4a45-b410-d3817d849f92/drums/2be36750-99ec-4bca-85ea-831c35cf2f87.wav,speech
vocals,moisesdb/moisesdb_v0.1/3e656eec-84d4-4a45-b410-d3817d849f92/vocals/ac29eaa4-98c6-4c3f-88f3-fb9f73174d6e.wav,humming
vocals,moisesdb/moisesdb_v0.1/3e656eec-84d4-4a45-b410-d3817d849f92/vocals/dc1ec64e-8ed4-464b-8290-bff2b3bbf369.wav,speech
other_keys,moisesdb/moisesdb_v0.1/3e656eec-84d4-4a45-b410-d3817d849f92/other_keys/272c2f39-1c8b-49aa-84ee-5c27556797d8.wav,speech
guitar,moisesdb/moisesdb_v0.1/3e656eec-84d4-4a45-b410-d3817d849f92/guitar/2fa345a7-6634-42b7-96a6-6e2a42450ca5.wav,speech
guitar,moisesdb/moisesdb_v0.1/3e656eec-84d4-4a45-b410-d3817d849f92/guitar/12c1d2c2-0dc0-4d0f-a7a3-0fbf8b2ff15c.wav,guitar
guitar,moisesdb/moisesdb_v0.1/3e656eec-84d4-4a45-b410-d3817d849f92/guitar/bd7bf906-2862-4dfd-84c0-92ecbc13e1c3.wav,guitar
guitar,moisesdb/moisesdb_v0.1/3e656eec-84d4-4a45-b410-d3817d849f92/guitar/ff956022-ea72-47ac-b3ed-4a4f4e5d4f4e.wav,speech
bass,moisesdb/moisesdb_v0.1/3e656eec-84d4-4a45-b410-d3817d849f92/bass/d2190616-281a-4a53-8427-4264474499aa.wav,bass guitar
piano,moisesdb/moisesdb_v0.1/1ee489e8-55ad-4d4a-8277-24051b85c02d/piano/2af673c1-8b71-4493-a97a-d5ca83e1f815.wav,glockenspiel
drums,moisesdb/moisesdb_v0.1/1ee489e8-55ad-4d4a-8277-24051b85c02d/drums/be4fbf26-795b-48c0-92f4-a546571ea28e.wav,speech
drums,moisesdb/moisesdb_v0.1/1ee489e8-55ad-4d4a-8277-24051b85c02d/drums/c38c699c-6638-4771-9dd5-c9a72b4e3fe0.wav,drum machine
drums,moisesdb/moisesdb_v0.1/1ee489e8-55ad-4d4a-8277-24051b85c02d/drums/bdc89e00-2068-46b5-aa66-a0819861fe4f.wav,guitar
drums,moisesdb/moisesdb_v0.1/1ee489e8-55ad-4d4a-8277-24051b85c02d/drums/f219991b-9ca1-43b8-b534-e73a71a0ad0b.wav,speech
vocals,moisesdb/moisesdb_v0.1/1ee489e8-55ad-4d4a-8277-24051b85c02d/vocals/428ae258-badb-4b7f-a0c7-4bf06461323c.wav,speech
vocals,moisesdb/moisesdb_v0.1/1ee489e8-55ad-4d4a-8277-24051b85c02d/vocals/11f00b0d-561d-41ac-806b-658004d12bff.wav,speech
other_keys,moisesdb/moisesdb_v0.1/1ee489e8-55ad-4d4a-8277-24051b85c02d/other_keys/8b248d28-0684-461e-851d-ce551fff4007.wav,speech
guitar,moisesdb/moisesdb_v0.1/1ee489e8-55ad-4d4a-8277-24051b85c02d/guitar/92c772cd-406a-47d2-ac3a-1f3df0b3db2a.wav,speech
guitar,moisesdb/moisesdb_v0.1/1ee489e8-55ad-4d4a-8277-24051b85c02d/guitar/c6245220-175e-4052-8977-6524c807cd33.wav,guitar
guitar,moisesdb/moisesdb_v0.1/1ee489e8-55ad-4d4a-8277-24051b85c02d/guitar/cc35ba40-9c71-4982-9219-b2233782fa90.wav,synthesizer
guitar,moisesdb/moisesdb_v0.1/1ee489e8-55ad-4d4a-8277-24051b85c02d/guitar/3936f57a-d527-48a3-8b30-ae2c85553ada.wav,speech
guitar,moisesdb/moisesdb_v0.1/1ee489e8-55ad-4d4a-8277-24051b85c02d/guitar/22af528d-5165-4b9d-ad3d-188114e243e6.wav,speech
bass,moisesdb/moisesdb_v0.1/1ee489e8-55ad-4d4a-8277-24051b85c02d/bass/f4045b85-b6f3-46f3-9ec3-d152a81e8c1c.wav,bass guitar
percussion,moisesdb/moisesdb_v0.1/1ee489e8-55ad-4d4a-8277-24051b85c02d/percussion/29986e33-2ab8-46f1-92c7-89a2de833444.wav,speech
drums,moisesdb/moisesdb_v0.1/8a6c9c1f-4865-404f-a805-1949de36a33c/drums/8d1c7bf0-69dd-4fb5-a74b-2da1331b899c.wav,drum
drums,moisesdb/moisesdb_v0.1/8a6c9c1f-4865-404f-a805-1949de36a33c/drums/693d8e42-caab-40ee-ac87-3f861ce3a548.wav,hi-hat
drums,moisesdb/moisesdb_v0.1/8a6c9c1f-4865-404f-a805-1949de36a33c/drums/8b03ba06-8580-476f-a888-a11e44ed50de.wav,cymbal
drums,moisesdb/moisesdb_v0.1/8a6c9c1f-4865-404f-a805-1949de36a33c/drums/5d18456e-2872-41e3-88dd-640d28f60dce.wav,drum machine
vocals,moisesdb/moisesdb_v0.1/8a6c9c1f-4865-404f-a805-1949de36a33c/vocals/229a29e3-4ea1-4cb0-a4c2-637e6f2cb1dd.wav,speech
other_keys,moisesdb/moisesdb_v0.1/8a6c9c1f-4865-404f-a805-1949de36a33c/other_keys/e9ab389e-476f-4113-bfe6-a28ee54d4812.wav,singing bowl
guitar,moisesdb/moisesdb_v0.1/8a6c9c1f-4865-404f-a805-1949de36a33c/guitar/af260af1-6c22-4765-b0d6-6a135663d2a3.wav,acoustic guitar
bass,moisesdb/moisesdb_v0.1/8a6c9c1f-4865-404f-a805-1949de36a33c/bass/6ee553ba-9c92-4785-bd49-24d384b30237.wav,bass guitar
percussion,moisesdb/moisesdb_v0.1/8a6c9c1f-4865-404f-a805-1949de36a33c/percussion/298379b4-f441-4946-b6c8-e33288809d1d.wav,tambourine
drums,moisesdb/moisesdb_v0.1/06bfc6e7-e5ac-4827-bf8e-ffaf1675872f/drums/1bcd0dd0-a7d4-4469-b682-11473777bb37.wav,hi-hat
drums,moisesdb/moisesdb_v0.1/06bfc6e7-e5ac-4827-bf8e-ffaf1675872f/drums/5b92300f-edd9-4815-8749-d4c936df2b58.wav,cymbal
drums,moisesdb/moisesdb_v0.1/06bfc6e7-e5ac-4827-bf8e-ffaf1675872f/drums/e27c264f-6c02-48e3-85ca-df141b0bb064.wav,drum
drums,moisesdb/moisesdb_v0.1/06bfc6e7-e5ac-4827-bf8e-ffaf1675872f/drums/0f99efd6-3885-4249-97b7-f804e841b54f.wav,drum machine
vocals,moisesdb/moisesdb_v0.1/06bfc6e7-e5ac-4827-bf8e-ffaf1675872f/vocals/640c8d5a-bc48-4a5f-8650-9033f37df635.wav,speech
guitar,moisesdb/moisesdb_v0.1/06bfc6e7-e5ac-4827-bf8e-ffaf1675872f/guitar/f734fb5b-0f17-4ef4-825b-3f6faa04d0a6.wav,acoustic guitar
bass,moisesdb/moisesdb_v0.1/06bfc6e7-e5ac-4827-bf8e-ffaf1675872f/bass/2cd54534-21ee-4c05-a9d1-c86449099b23.wav,synthesizer
percussion,moisesdb/moisesdb_v0.1/06bfc6e7-e5ac-4827-bf8e-ffaf1675872f/percussion/c7f626fe-ef11-4f3e-8c86-f8e0e3c41af2.wav,maraca
drums,moisesdb/moisesdb_v0.1/c2ba72ec-cf74-4155-a7c1-ddd921ac41d3/drums/79ff60d7-9f2f-4dda-bdd1-77954b1a572b.wav,drum
drums,moisesdb/moisesdb_v0.1/c2ba72ec-cf74-4155-a7c1-ddd921ac41d3/drums/270a8450-6f08-43db-81b4-0c172b6e5477.wav,hi-hat
drums,moisesdb/moisesdb_v0.1/c2ba72ec-cf74-4155-a7c1-ddd921ac41d3/drums/8ca2ab4a-46b8-4c1b-b19a-6fd059fddd80.wav,drum
vocals,moisesdb/moisesdb_v0.1/c2ba72ec-cf74-4155-a7c1-ddd921ac41d3/vocals/3e1ab0f4-555c-4897-9c21-09247df6cd07.wav,speech
guitar,moisesdb/moisesdb_v0.1/c2ba72ec-cf74-4155-a7c1-ddd921ac41d3/guitar/2670c78f-533d-4ef3-96cd-95dab0b7d66e.wav,wind chime
bass,moisesdb/moisesdb_v0.1/c2ba72ec-cf74-4155-a7c1-ddd921ac41d3/bass/49a237cc-edb0-4c7c-9bc2-0df54c0a36a4.wav,bass guitar
piano,moisesdb/moisesdb_v0.1/89c515c9-5e93-4cb4-9806-20432d2d074d/piano/d7f72f25-9561-44dd-82c3-2731c9541a43.wav,keyboard (musical)
piano,moisesdb/moisesdb_v0.1/89c515c9-5e93-4cb4-9806-20432d2d074d/piano/55615aac-7607-47d3-8c9b-9cb87744f458.wav,electric piano
